state,abbrev,population,positive,active,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,onVentilatorCurrently,recovered,dataQualityGrade,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,bedsPerThousand,total_beds
Utah,UT,3282115,4495,4304,,383,,,1790,C,45,383,,,,4495,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,14961,13847,1566,3608,387,222,2042,B,522,3608,,,,14328,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,866,819,26,,,,0,C,47,,,,,862,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,16042,15256,490,,156,,0,B,786,,,,,15343,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,7660,7352,577,1489,121,,0,A,308,1489,,,,6520,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,1095,1057,102,,40,21,504,C,38,,42032,,,1095,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,536,529,12,56,,,362,C,7,56,9055,407,8648,396,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,351,336,16,,,,228,B,9,,17089,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,6687,6445,,911,,,0,B,242,911,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,3111,3018,104,,,20,1146,B,52,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,6948,6450,737,1824,303,193,1450,A+,293,1824,67438,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,45031,43222,4983,,1485,,0,B,1809,,577608,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,13879,13173,994,2485,,,2275,B,706,2485,,,,12374,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,26312,24223,1732,,,,0,C,2089,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,3994,3707,,,,,660,B,190,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,4575,4037,337,,,,1096,B,192,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,32846,31692,,5266,,,0,C,1154,5266,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,24615,23589,,4814,,,0,B,1026,4814,140020,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,607,591,,68,,,493,C,16,68,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,6376,5741,304,,98,64,2164,B,136,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,1917,1841,,172,,,1039,C,58,172,20052,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,48102,45977,4738,,1245,778,0,A,2125,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,16588,15687,1518,,546,275,0,B,901,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,3491,3367,,504,,,0,C,124,504,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,4146,3943,313,1281,165,,1521,A,213,1281,,,,4145,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,27286,25328,1666,,,244,17303,B,1758,,,,,27286,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,58302,55149,3875,5515,1005,,0,B,3153,5515,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,20113,18542,1528,4268,551,,1295,A,1099,4268,,,,20113,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,1040,972,33,163,17,7,585,B,51,163,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,45538,34803,2623,,1027,801,8342,A+,4247,,199206,50296,148910,44508,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,6788,3525,314,912,120,,1611,A,301,912,70036,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,7303,6989,655,,,105,0,B,314,,75149,8424,66603,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,6342,6103,639,1088,162,77,0,B,239,1088,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,451,435,10,61,,,356,C,15,61,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,9568,9226,463,,,,0,B,342,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,991,923,25,79,,,409,C,19,79,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,3358,3303,,,,,0,D,55,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,1938,1878,99,246,,,798,C,60,246,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,113856,105144,6476,,1809,1262,15642,A+,6442,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,2823,2726,155,481,,,666,C,104,481,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,4805,4554,,,,,0,F,251,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,295106,142974,12645,75362,,,51673,B,17638,75362,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,16128,15329,,3340,,,0,B,799,3340,,,,16128,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,3410,3084,288,656,118,,2260,A,207,656,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,2354,2262,249,554,71,31,0,B,92,554,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,43264,41548,2781,,,616,0,B,1716,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,7926,7475,266,732,84,55,466,A+,239,732,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,5613,5436,,944,,,2830,B,177,944,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,2313,2233,69,157,,,1392,C,11,157,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,10052,9734,,894,,,4921,B,188,894,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,26171,24655,1682,,,,11786,B,690,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,4343,4195,,370,,,1704,C,45,370,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,14339,13078,1508,3422,376,217,1914,B,492,3422,,,,13794,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,862,815,29,,,,0,C,47,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,15798,15033,436,,158,,0,B,765,,,,,15014,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,7391,7091,544,1456,123,,0,A,300,1456,,,,6289,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,1079,1029,87,,28,15,481,B,37,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,389,513,16,56,,,343,C,7,56,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,345,331,10,,,,218,B,9,,16256,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,6499,6277,,872,,,0,B,222,872,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,3017,2950,109,,,25,987,B,50,,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,6716,6259,647,1772,328,200,1418,A+,275,1772,66543,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,43464,41709,4878,,1499,,0,B,1755,,553409,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,13441,12753,1007,2438,,,2150,B,680,2438,,,,11980,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,25269,23271,1758,,,,0,C,1998,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,3892,3663,402,,,,659,B,185,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,4162,3914,325,,,,996,B,181,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,32138,31037,,5211,,,0,C,1101,5211,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,23913,22942,,4681,,,0,B,971,4681,127169,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,606,592,,68,,,488,C,14,68,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,5868,5358,300,,100,58,2021,B,127,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,1897,1841,,169,,,983,C,56,169,20024,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,45883,43900,4672,,1249,763,0,A,1983,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,15961,15117,1493,,581,284,0,B,844,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,3328,3208,,496,,,0,C,120,496,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,4074,3877,308,1274,166,,1511,A,208,1274,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,27068,25044,1683,,,262,17303,B,1697,,,,,27068,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,56462,53459,3892,5237,1089,,0,B,3003,5237,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,19487,17671,1513,4101,535,,1263,A,1045,4101,,,,19487,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,1023,965,39,161,16,7,549,B,51,161,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,44709,34463,2667,,1059,832,8342,A+,4148,,190156,49184,140972,43634,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,6187,3330,292,861,122,,1556,A,286,861,66690,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,7171,6883,679,,,109,0,B,288,,74013,8326,65566,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,6094,5865,590,1060,142,71,0,B,229,1060,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,449,434,11,61,,,352,C,14,61,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,9142,8836,473,,,,0,B,306,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,942,850,23,77,,,350,C,19,77,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,3028,2972,,,,,0,D,56,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,1864,1804,101,242,,,779,C,60,242,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,111188,105144,6407,,1801,1303,0,A,6044,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,2726,2627,148,412,,,650,C,99,412,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,4690,4445,,,,,0,F,245,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,291996,140978,12819,74602,,,50751,B,17303,74602,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,15699,14946,,3232,,,0,B,753,3232,,,,15699,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,3280,3059,306,656,150,,2167,A,197,656,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,2354,2262,249,554,71,31,0,B,92,554,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,42050,40453,2800,,,629,0,B,1597,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,7708,7213,266,718,81,56,452,A+,233,718,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,5490,5324,,944,,,3701,B,174,944,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,2245,2201,61,150,,,1316,C,11,150,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,9918,9486,,837,,,4720,B,184,837,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,25297,24316,1563,,,,11170,B,663,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,4233,4082,,349,,,1641,C,41,349,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,13535,12521,1455,3298,389,217,1843,B,458,3298,,,,13036,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,862,815,33,,,,0,C,47,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,15566,14817,536,,115,,0,B,749,,,,,14723,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,7161,6880,337,1415,124,,0,A,281,1415,,,,6081,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,1063,1021,100,,38,20,455,B,36,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,370,495,16,54,,,342,C,7,54,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,341,330,14,,,,217,B,9,,16177,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,6270,6054,,845,,,0,B,216,845,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,2941,2863,104,291,,25,985,B,49,291,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,6526,6013,671,1716,308,200,1383,A+,275,1716,64811,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,42164,40454,4928,,1473,,0,B,1710,,526084,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,12968,12284,1046,2410,,,2150,B,672,2410,,,,11533,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,25269,23345,1766,,,,0,C,1924,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,3841,3534,402,,120,69,657,B,178,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,4034,3464,317,,,,911,B,168,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,31528,30434,,5155,,,0,C,1094,5155,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,23401,22489,,4359,,,0,B,912,4359,123223,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,603,592,,68,,,482,C,14,68,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,5476,4980,286,,99,55,1900,B,118,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,1887,1831,,169,,,938,C,56,169,19498,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,43903,41970,4595,,1267,772,0,A,1933,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,15012,14199,1446,,589,310,0,B,813,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,3174,3056,,485,,,0,C,118,485,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,3905,3710,301,1266,164,,1501,A,205,1266,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,26773,24805,1701,,,265,14927,B,1670,,,,,26773,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,54938,52039,3879,5104,1077,,0,B,2899,5104,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,18581,16891,1463,3962,530,,1177,A,1001,3962,,,,18581,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,1015,918,39,159,19,7,532,B,50,159,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,43789,33919,2757,,1099,871,8342,A+,4036,,182757,48326,134431,42885,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,5512,3202,285,829,115,,1502,A,272,829,64673,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,6997,6723,679,,,109,0,B,274,,72715,8186,64409,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,5911,5684,644,1001,146,67,0,B,227,1001,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,448,431,11,61,,,339,C,14,61,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,8830,8531,451,,,,0,B,299,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,867,787,18,71,,,326,C,17,71,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,2732,2679,,,,,0,D,53,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,1787,1744,95,238,,,777,C,60,238,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,109038,103100,6573,,1804,1418,0,A,5938,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,2660,2567,152,412,,,614,C,93,412,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,4602,4367,,,,,0,F,235,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,288045,264341,12839,73540,5016,,49687,B,16966,73540,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,15963,15235,,3178,,,0,B,728,3178,,,,15360,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,3253,3000,306,653,150,,2139,A,195,653,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,2311,2220,249,546,71,31,0,B,91,546,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,41165,39615,2736,,,632,0,B,1550,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,7439,6914,258,691,78,53,433,A+,226,691,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,5490,5087,,944,,,3701,B,174,944,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,2212,2137,64,135,,,1257,C,11,135,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,9667,9012,,828,,,4527,B,181,828,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,24631,23515,1542,,,,10763,B,648,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,4123,3907,,345,,,1568,C,41,345,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,12970,11929,1436,2014,387,217,1815,B,448,2014,,,,12488,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,855,809,34,,,,0,C,46,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,15292,14554,508,,145,,0,B,738,,,,,14354,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,6963,6691,337,1397,136,,0,A,272,1397,,,,5911,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,1044,978,100,,38,20,455,B,34,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,362,484,16,54,,,334,C,7,54,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,339,330,32,,,,217,B,9,,15732,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,6137,5925,,839,,,0,B,212,839,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,2829,2763,104,291,,25,964,B,47,291,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,6280,5779,697,1672,313,191,1345,A+,266,1672,62508,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,41137,39486,4847,,1458,,0,B,1651,,506035,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,12256,11582,1084,2366,,,2086,B,674,2366,,,,10995,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,24582,22720,1810,,,,0,C,1862,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,3699,3375,402,,120,69,652,B,165,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,3576,3342,300,,,,809,B,155,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,30839,29764,,5045,,,0,C,1075,5045,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,22695,21791,,4326,,,0,B,904,4326,119014,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,601,588,,67,,,463,C,13,67,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,5092,4338,293,,108,60,1723,B,112,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,1870,1816,,168,,,867,C,54,168,19481,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,41777,39903,4699,,1244,763,0,A,1874,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,14395,13610,1515,,598,324,0,B,785,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,3056,2939,,474,,,0,C,117,474,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,3779,3579,303,1143,164,,1341,A,200,1143,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,26512,24480,1700,,,268,14927,B,1644,,,,,26512,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,53348,50471,3879,4965,1058,,0,B,2877,4965,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,17766,15818,1408,3760,538,,1165,A,948,3760,,,,17766,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,990,918,39,156,17,7,519,B,50,156,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,43263,33556,2889,,1164,934,8342,A+,3929,,176663,47708,128955,42027,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,5127,2964,288,797,109,,1410,A,244,797,62109,,,,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,6826,6553,850,,,142,0,B,273,,69988,7919,61965,,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,5718,5497,649,996,152,78,0,B,221,996,,,,,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,445,430,11,61,,,339,C,14,61,,,,,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,8623,8334,456,,,,0,B,289,,,,,,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,803,733,17,70,,,310,C,16,70,,,,,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,2421,2371,,,,,0,D,50,,,,,,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,1720,1667,89,224,,,578,C,53,224,,,,,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,105523,99660,6722,,1971,1442,0,A,5863,,,,,,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,2521,2437,152,412,,,614,C,84,412,,,,,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,4539,4310,,,,,0,F,229,,,,,,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,282143,258625,13524,72444,5016,,47935,B,16599,72444,,,,,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,15587,14876,,3115,,,0,B,711,3115,,,,14983,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,3193,2933,306,637,150,,2080,A,194,637,,,,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,2253,2166,261,536,60,29,0,B,87,536,,,,,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,40049,38512,2748,,,640,0,B,1537,,,,,,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,7129,6497,263,576,77,52,410,A+,215,576,,,,,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,5253,4913,,944,,,3701,B,166,944,,,,,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,2147,2030,61,128,,,1223,C,10,128,,,,,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,9189,8559,,821,,,4467,B,178,821,,,,,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,23773,23018,1597,,,,9986,B,623,,,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,3948,3743,,329,,,1399,C,41,329,,,,,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,12366,11183,1405,1942,357,223,1717,B,436,1942,,,,11902,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,852,806,37,,,,0,C,46,,,,,,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,15110,14445,455,,174,,0,B,665,,,,,14243,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,6715,6449,337,1376,136,,0,A,266,1376,,,,5687,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,1020,978,97,,36,19,439,B,32,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,349,466,16,54,,,321,C,7,54,,,,,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,339,328,36,,,,208,A,9,,12281,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,5832,5635,,768,,,0,B,197,768,,,,,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,2741,2554,101,291,,24,929,A,45,291,,,,,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,6045,5523,639,1626,332,186,1313,B,266,1626,60714,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,39254,37692,4880,,1521,,0,B,1562,,494173,,,,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,11262,10710,1084,2237,,,0,A,552,2237,,,,10208,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,23921,22157,1877,,,,0,A,1764,,,,,,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,3528,3222,402,,120,69,651,A,153,,,,,,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,3442,3216,277,,,,703,A,147,,,,,,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,30174,29143,,4888,,,0,A,1031,4888,,,,,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,22147,21255,,4221,,,0,A,892,4221,107176,,,,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,596,584,,63,,,455,A,12,63,,,,,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,4445,3828,278,,104,60,1604,A,107,,,,,,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,1836,1782,,166,,,822,A,54,166,19447,,,,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,39658,37863,4828,,1225,709,0,A,1795,,,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,13680,12939,,,621,325,0,B,741,,,,,,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,2777,2666,,457,,,0,B,111,457,,,,,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,3481,3288,302,1115,163,,1335,A,191,1115,,,,,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,26140,24140,1697,,,286,14927,A,1601,,,,,26140,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,50969,48092,3847,4752,1034,,0,B,2877,4752,,,,,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,16616,14989,1425,3618,547,,1108,A,899,3618,,,,16616,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,965,893,39,152,17,7,499,A,47,152,,,,,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,42730,32319,3022,,1176,965,3237,B,3818,,169942,46888,123054,41548,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,4788,2742,278,756,111,,1373,A,221,756,59494,,,,0,0,0,0,0,,2.5,14251.6775
