,date,state,abbrev,population,positive,active,probableCases,totalTestResultsSource,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,onVentilatorCurrently,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,bedsPerThousand,total_beds
1198,2020-09-26,Mississippi,MS,2989260,96677.0,8439.0,7324.0,posNeg,601.0,5607.0,147.0,68.0,85327.0,A+,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,2911.0,5607.0,723389.0,,,89353.0,2686.0,225.0,,,38425.0,95.0,,,,,,,55557.0,,0,0,0,0,0,,4.0,11957.04
1199,2020-09-26,Montana,MT,1086759,11907.0,2987.0,,posNeg,147.0,684.0,,,8749.0,C,9/26/2020 01:59,2020-09-26T01:59:00Z,09/25 21:59,171.0,684.0,329285.0,,,11907.0,,,,,,,,,,,,,,,0,0,0,0,0,,3.3,3586.3046999999997
1200,2020-09-26,North Carolina,NC,10611862,206090.0,26228.0,4659.0,posNeg,914.0,,272.0,,176422.0,A+,9/26/2020 12:00,2020-09-26T12:00:00Z,09/26 08:00,3440.0,,2943144.0,,,201431.0,3413.0,27.0,,,,,,,,,,,,,0,0,0,0,0,,2.1,22284.9102
1201,2020-09-26,North Dakota,ND,761723,20380.0,3743.0,,totalTestEncountersViral,104.0,809.0,22.0,,16481.0,B,9/26/2020 01:59,2020-09-26T01:59:00Z,09/25 21:59,156.0,809.0,616642.0,,,20380.0,153.0,3.0,594628.0,236229.0,9344.0,421.0,8923.0,,,,,,,,0,0,0,0,0,,4.3,3275.4089
1202,2020-09-26,Nebraska,NE,1952570,43162.0,10456.0,,posNeg,225.0,2276.0,,,32238.0,A,9/25/2020 20:30,2020-09-25T20:30:00Z,09/25 16:30,468.0,2276.0,595287.0,,,43162.0,,,,440947.0,,,,,,,,,,,0,0,0,0,0,,3.6,7029.2519999999995
1203,2020-09-26,New Hampshire,NH,1371246,8121.0,303.0,,totalTestsViral,18.0,734.0,,,7379.0,B,9/26/2020 09:00,2020-09-26T09:00:00Z,09/26 05:00,439.0,734.0,422591.0,,,8121.0,,,,265378.0,31666.0,,,30983.0,,,,,,,0,0,0,0,0,,2.1,2879.6166000000003
1204,2020-09-26,New Jersey,NJ,8936574,202850.0,152101.0,,posNeg,426.0,23324.0,88.0,38.0,34650.0,A+,9/26/2020 00:00,2020-09-26T00:00:00Z,09/25 20:00,16099.0,23324.0,3512568.0,,,202850.0,14312.0,1787.0,,,,,,,,,,,,,0,0,0,0,0,,2.4,21447.7776
1205,2020-09-26,New Mexico,NM,2096640,28487.0,11602.0,,posNeg,75.0,3420.0,,,16020.0,C,9/25/2020 17:50,2020-09-25T17:50:00Z,09/25 13:50,865.0,3420.0,893489.0,,,28487.0,,,,,,,,,,,,,,,0,0,0,0,0,,1.8,3773.9519999999998
1206,2020-09-26,Nevada,NV,3139658,78355.0,74698.0,,posNeg,442.0,,125.0,64.0,2075.0,A+,9/26/2020 02:59,2020-09-26T02:59:00Z,09/25 22:59,1582.0,,1026486.0,,,78355.0,,,,684796.0,,,,,,,,,,,0,0,0,0,0,,2.1,6593.2818
1207,2020-09-26,New York,NY,19440469,454760.0,352782.0,,posNeg,527.0,89995.0,164.0,75.0,76528.0,A,9/25/2020 23:59,2020-09-25T23:59:00Z,09/25 19:59,25450.0,89995.0,,,,454760.0,,,10423416.0,,,,,,,,,,,,0,0,0,0,0,,2.7,52489.2663
1208,2020-09-26,Ohio,OH,11747694,150009.0,15771.0,8338.0,posNeg,625.0,15185.0,205.0,95.0,129498.0,A+,9/26/2020 14:00,2020-09-26T14:00:00Z,09/26 10:00,4740.0,15185.0,3025649.0,,,141671.0,4439.0,301.0,,,,,,,,,,,,,0,0,0,0,0,,2.8,32893.5432
1209,2020-09-26,Oklahoma,OK,3954821,83510.0,12752.0,,posNeg,579.0,6252.0,223.0,,69754.0,A+,9/26/2020 00:00,2020-09-26T00:00:00Z,09/25 20:00,1004.0,6252.0,1172554.0,94741.0,1075475.0,83510.0,,,,,78836.0,3997.0,,,,,,,,,0,0,0,0,0,,2.8,11073.4988
1210,2020-09-26,Oregon,OR,4301089,32581.0,26545.0,1572.0,posNeg,199.0,2496.0,40.0,14.0,5490.0,A+,9/26/2020 03:01,2020-09-26T03:01:00Z,09/25 23:01,546.0,2496.0,,,636090.0,30742.0,,,,661334.0,,,,,,,,,,,0,0,0,0,0,,1.6,6881.7424
1211,2020-09-26,Pennsylvania,PA,12820878,155232.0,19839.0,4839.0,posNeg,444.0,,,60.0,127290.0,A+,9/26/2020 12:00,2020-09-26T12:00:00Z,09/26 08:00,8103.0,,2898629.0,,,150393.0,,,,1980685.0,,,,,,,,,,,0,0,0,0,0,,2.9,37180.5462
1212,2020-09-26,Rhode Island,RI,1056161,24284.0,20896.0,,totalTestEncountersViral,94.0,2725.0,8.0,4.0,2278.0,A+,9/26/2020 12:00,2020-09-26T12:00:00Z,09/26 08:00,1110.0,2725.0,,34451.0,707512.0,24284.0,,,741963.0,333148.0,,,,,,,,,,,0,0,0,0,0,,2.1,2217.9381000000003
1213,2020-09-26,South Carolina,SC,5210095,145273.0,72321.0,3935.0,posNeg,727.0,9028.0,186.0,99.0,69629.0,A+,9/25/2020 11:59,2020-09-25T11:59:00Z,09/25 07:59,3323.0,9028.0,1238862.0,181055.0,1057807.0,141338.0,3141.0,182.0,,,70491.0,6831.0,63660.0,,,,,,39995.0,9972.0,0,0,0,0,0,,2.4,12504.228000000001
1214,2020-09-26,South Dakota,SD,903027,21133.0,3742.0,,totalTestsPeopleViral,213.0,1434.0,,,17173.0,A,9/25/2020 14:00,2020-09-25T14:00:00Z,09/25 10:00,218.0,1434.0,260219.0,,,,,,,186134.0,,,,,,,,,,,0,0,0,0,0,,4.8,4334.5296
1215,2020-09-26,Tennessee,TN,6897576,190891.0,14473.0,7035.0,posNeg,855.0,8528.0,267.0,119.0,174044.0,A+,9/26/2020 15:00,2020-09-26T15:00:00Z,09/26 11:00,2374.0,8528.0,2782844.0,224629.0,2558215.0,183856.0,2281.0,93.0,,,,,,,,,,,,,0,0,0,0,0,,2.9,20002.9704
1216,2020-09-26,Texas,TX,29472295,733438.0,68373.0,,posNeg,3209.0,,1056.0,,649580.0,A,9/26/2020 16:20,2020-09-26T16:20:00Z,09/26 12:20,15485.0,,5994813.0,,,733438.0,,,,,399337.0,35847.0,,,,,,,80294.0,9297.0,0,0,0,0,0,,2.3,67786.27849999999
1217,2020-09-26,Utah,UT,3282115,69547.0,15293.0,,posNeg,191.0,3702.0,77.0,,53806.0,A+,9/26/2020 11:02,2020-09-26T11:02:00Z,09/26 07:02,448.0,3702.0,1037414.0,,,69547.0,,,,805079.0,,,,,,,13698.0,1793.0,23618.0,1900.0,0,0,0,0,0,,1.8,5907.807
1218,2020-09-26,Virginia,VA,8626207,145408.0,125009.0,7235.0,totalTestEncountersViral,924.0,18179.0,202.0,111.0,17255.0,A+,9/25/2020 17:00,2020-09-25T17:00:00Z,09/25 13:00,3144.0,18179.0,,165048.0,,138173.0,2937.0,207.0,1993344.0,,,,,,,,,,,,0,0,0,0,0,,2.1,18115.0347
1219,2020-09-26,Vermont,VT,628061,1739.0,101.0,,posNeg,1.0,,,,1580.0,B,9/25/2020 23:59,2020-09-25T23:59:00Z,09/25 19:59,58.0,,,,,1739.0,58.0,,,160276.0,,,,,,,,,,,0,0,0,0,0,,2.1,1318.9281
1220,2020-09-26,Washington,WA,7797095,85226.0,83126.0,,totalTestEncountersViral,264.0,7412.0,,28.0,0.0,B,9/25/2020 02:59,2020-09-25T02:59:00Z,09/24 22:59,2100.0,7412.0,,,,85226.0,2100.0,,1801021.0,,,,,,,,,,,,0,0,0,0,0,,1.7,13255.0615
1221,2020-09-26,Wisconsin,WI,5851754,120231.0,24846.0,6586.0,posNeg,574.0,7041.0,161.0,,94094.0,A+,9/26/2020 00:00,2020-09-26T00:00:00Z,09/25 20:00,1291.0,7041.0,,,,113645.0,1281.0,10.0,,1507057.0,,,,,,,,,,,0,0,0,0,0,,2.1,12288.6834
1222,2020-09-26,West Virginia,WV,1778070,15158.0,3705.0,408.0,posNeg,174.0,,56.0,31.0,11121.0,C,9/25/2020 23:59,2020-09-25T23:59:00Z,09/25 19:59,332.0,,541883.0,,,14750.0,329.0,3.0,,,17205.0,,,,,,,,,,0,0,0,0,0,,3.8,6756.665999999999
1223,2020-09-26,Wyoming,WY,567025,5465.0,936.0,847.0,posNeg,22.0,258.0,,,4479.0,B,9/26/2020 11:55,2020-09-26T11:55:00Z,09/26 07:55,50.0,258.0,155082.0,4497.0,150584.0,4618.0,,,,96991.0,,,,,,,,,,,0,0,0,0,0,,3.5,1984.5874999999999
1224,2020-09-25,Alaska,AK,734002,8202.0,5109.0,,totalTestsViral,43.0,,,14.0,3042.0,A,9/25/2020 03:59,2020-09-25T03:59:00Z,09/24 23:59,51.0,,441332.0,7357.0,433688.0,8202.0,51.0,,,,,,,,,,,,,,0,0,0,0,0,,2.2,1614.8044
1225,2020-09-25,Alabama,AL,4908621,150658.0,83584.0,16427.0,totalTestsViral,718.0,16852.0,,,64583.0,A,9/25/2020 11:00,2020-09-25T11:00:00Z,09/25 07:00,2491.0,16852.0,1097595.0,,,134231.0,2357.0,134.0,,,,,,57589.0,,,,,,,0,0,0,0,0,,3.1,15216.725100000001
1226,2020-09-25,Arkansas,AR,3038999,79946.0,7254.0,2474.0,totalTestsViral,478.0,5202.0,224.0,95.0,71426.0,A+,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,1266.0,5202.0,926294.0,,848822.0,77472.0,1116.0,150.0,,,,,,,,,10056.0,2682.0,21856.0,3300.0,0,0,0,0,0,,3.2,9724.7968
1227,2020-09-25,Arizona,AZ,7378494,216367.0,176216.0,4421.0,totalTestsPeopleViral,521.0,21972.0,119.0,65.0,34564.0,A+,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,5587.0,21972.0,,,,211946.0,5319.0,268.0,,1423603.0,289802.0,,,,,,,,,,0,0,0,0,0,,1.9,14019.138599999998
1228,2020-09-25,California,CA,39937489,794040.0,778642.0,,totalTestsViral,3307.0,,899.0,,0.0,B,9/24/2020 02:59,2020-09-24T02:59:00Z,09/23 22:59,15398.0,,14052247.0,,,794040.0,,,,,,,,,,,,,,,0,0,0,0,0,,1.8,71887.4802
1229,2020-09-25,Colorado,CO,5845526,67217.0,58898.0,4697.0,totalTestEncountersViral,258.0,7454.0,,,6384.0,A,9/24/2020 01:59,2020-09-24T01:59:00Z,09/23 21:59,1935.0,7454.0,,,,62520.0,,,1260861.0,858108.0,165873.0,11561.0,154312.0,,,,,,,,0,0,0,0,0,,1.9,11106.499399999999
1230,2020-09-25,Connecticut,CT,3563077,56587.0,42776.0,2371.0,posNeg,76.0,11560.0,,,9310.0,B,9/24/2020 20:30,2020-09-24T20:30:00Z,09/24 16:30,4501.0,11560.0,1516780.0,,,54216.0,3604.0,897.0,,,,,,,,,,,,,0,0,0,0,0,,2.0,7126.154
1231,2020-09-25,District of Columbia,DC,720687,15163.0,2550.0,,totalTestEncountersViral,101.0,,29.0,17.0,11990.0,A+,9/24/2020 00:00,2020-09-24T00:00:00Z,09/23 20:00,623.0,,,,,,,,373586.0,210143.0,,,,,,,,,,,0,0,0,0,0,,4.4,3171.0228
1232,2020-09-25,Delaware,DE,982895,20085.0,8937.0,1041.0,posNeg,53.0,,11.0,,10517.0,A+,9/24/2020 18:00,2020-09-24T18:00:00Z,09/24 14:00,631.0,,,,,19044.0,554.0,77.0,,279374.0,,,,,,,,,,,0,0,0,0,0,,2.2,2162.369
1233,2020-09-25,Florida,FL,21992985,695887.0,681804.0,16164.0,posNeg,2121.0,43793.0,,,0.0,A,9/23/2020 23:59,2020-09-23T23:59:00Z,09/23 19:59,14083.0,43793.0,7334687.0,895592.0,6397559.0,679723.0,14083.0,,,5213142.0,505164.0,45080.0,460024.0,493810.0,44075.0,449702.0,,,,,0,0,0,0,0,,2.6,57181.761000000006
1234,2020-09-25,Georgia,GA,10736059,312514.0,305640.0,,totalTestsViral,1891.0,28035.0,,,0.0,A,9/25/2020 14:50,2020-09-25T14:50:00Z,09/25 10:50,6874.0,28035.0,2847494.0,290995.0,2556499.0,312514.0,,,,,298482.0,24566.0,,,,,,,,,0,0,0,0,0,,2.4,25766.541599999997
1235,2020-09-25,Hawaii,HI,1412687,11938.0,6549.0,159.0,totalTestEncountersViral,150.0,779.0,55.0,30.0,5265.0,B,9/24/2020 18:00,2020-09-24T18:00:00Z,09/24 14:00,124.0,779.0,398945.0,11743.0,,11779.0,,,393721.0,286785.0,,,,,,,,,,,0,0,0,0,0,,1.9,2684.1052999999997
1236,2020-09-25,Iowa,IA,3179849,82045.0,18090.0,,posNeg,330.0,,87.0,35.0,62648.0,A+,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,1307.0,,,,,82045.0,,,,746536.0,,,,57499.0,3371.0,54088.0,20262.0,2640.0,,,0,0,0,0,0,,3.0,9539.547
1237,2020-09-25,Idaho,ID,1826156,39234.0,17672.0,3470.0,totalTestsPeopleViral,147.0,1766.0,40.0,,21105.0,A,9/24/2020 18:54,2020-09-24T18:54:00Z,09/24 14:54,457.0,1766.0,,,,35764.0,419.0,38.0,,296412.0,,,,,,,,,,,0,0,0,0,0,,1.9,3469.6964
1238,2020-09-25,Illinois,IL,12659682,286374.0,277567.0,2489.0,posNeg,1637.0,,371.0,124.0,0.0,A,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,8807.0,,5363471.0,,,283885.0,8563.0,244.0,,,,,,,,,,,,,0,0,0,0,0,,2.5,31649.205
1239,2020-09-25,Indiana,IN,6745354,115407.0,19975.0,,totalTestsViral,856.0,12463.0,258.0,83.0,91866.0,A+,9/24/2020 23:59,2020-09-24T23:59:00Z,09/24 19:59,3566.0,12463.0,2036233.0,118514.0,,,3340.0,226.0,,1341462.0,,,,,,,,,,,0,0,0,0,0,,2.7,18212.455800000003
1240,2020-09-25,Kansas,KS,2910357,56592.0,53921.0,,posNeg,343.0,2816.0,121.0,34.0,2039.0,A+,9/25/2020 10:00,2020-09-25T10:00:00Z,09/25 06:00,632.0,2816.0,,,,,,,,502770.0,,,,,,,,,,,0,0,0,0,0,,3.3,9604.1781
1241,2020-09-25,Kentucky,KY,4499692,65066.0,52240.0,7700.0,totalTestsViral,553.0,5147.0,130.0,,11677.0,B,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,1149.0,5147.0,1244628.0,,,57366.0,1140.0,9.0,,,53029.0,,,,,,,,24330.0,,0,0,0,0,0,,3.2,14399.0144
1242,2020-09-25,Louisiana,LA,4645184,165152.0,10068.0,1224.0,posNeg,570.0,,,86.0,149640.0,A,9/25/2020 13:00,2020-09-25T13:00:00Z,09/25 09:00,5444.0,,,,,163928.0,5262.0,182.0,,2254841.0,,,,,,,,,,,0,0,0,0,0,,3.3,15329.1072
1243,2020-09-25,Massachusetts,MA,6976597,129481.0,8629.0,2164.0,totalTestsViral,389.0,12619.0,78.0,31.0,111479.0,A+,9/25/2020 08:00,2020-09-25T08:00:00Z,09/25 04:00,9373.0,12619.0,3706728.0,167221.0,,127317.0,9160.0,213.0,,2160250.0,,,,119449.0,,,124547.0,,,,0,0,0,0,0,,2.3,16046.173099999998
1244,2020-09-25,Maryland,MD,6083116,122359.0,111011.0,,totalTestsViral,344.0,15328.0,79.0,,7431.0,A,9/25/2020 10:00,2020-09-25T10:00:00Z,09/25 06:00,3917.0,15328.0,2494019.0,146476.0,,122359.0,3772.0,145.0,,1572484.0,,,,132108.0,11517.0,120591.0,,,,,0,0,0,0,0,,1.9,11557.920399999999
1245,2020-09-25,Maine,ME,1345790,5235.0,588.0,544.0,posNeg,10.0,442.0,2.0,0.0,4507.0,A+,9/24/2020 23:59,2020-09-24T23:59:00Z,09/24 19:59,140.0,442.0,405850.0,6490.0,399070.0,4691.0,139.0,1.0,,,10270.0,516.0,9740.0,,,,,,,,0,0,0,0,0,,2.5,3364.475
1246,2020-09-25,Michigan,MI,10045029,133377.0,36134.0,12851.0,posNeg,558.0,,139.0,52.0,90216.0,A+,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,7027.0,,3537643.0,168708.0,3368935.0,120526.0,6708.0,319.0,,,289151.0,,,,,,,,,,0,0,0,0,0,,2.5,25112.572500000002
1247,2020-09-25,Minnesota,MN,5700671,94189.0,7887.0,,totalTestEncountersViral,303.0,7391.0,148.0,,84256.0,A,9/24/2020 17:00,2020-09-24T17:00:00Z,09/24 13:00,2046.0,7391.0,,,,94189.0,1994.0,52.0,1924020.0,1351156.0,,,,,,,,,,,0,0,0,0,0,,2.5,14251.677500000002
1248,2020-09-25,Missouri,MO,6169270,120298.0,118304.0,,totalTestsViral,1068.0,,,,0.0,B,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,1994.0,,1667432.0,126185.0,1538424.0,120298.0,,,,1273165.0,,,,73815.0,3475.0,70340.0,,,,,0,0,0,0,0,,3.1,19124.737
1249,2020-09-25,Mississippi,MS,2989260,96032.0,7811.0,7164.0,posNeg,609.0,5607.0,143.0,73.0,85327.0,A+,9/24/2020 00:00,2020-09-24T00:00:00Z,09/23 20:00,2894.0,5607.0,719222.0,,,88868.0,2671.0,223.0,,,38109.0,95.0,,,,,,,54718.0,,0,0,0,0,0,,4.0,11957.04
1250,2020-09-25,Montana,MT,1086759,11564.0,2713.0,,posNeg,140.0,675.0,,,8681.0,C,9/25/2020 01:59,2020-09-25T01:59:00Z,09/24 21:59,170.0,675.0,326116.0,,,11564.0,,,,,,,,,,,,,,,0,0,0,0,0,,3.3,3586.3046999999997
1251,2020-09-25,North Carolina,NC,10611862,204331.0,24500.0,4563.0,posNeg,903.0,,281.0,,176422.0,A+,9/25/2020 13:30,2020-09-25T13:30:00Z,09/25 09:30,3409.0,,2903054.0,,,199768.0,3409.0,,,,,,,,,,,,,,0,0,0,0,0,,2.1,22284.9102
1252,2020-09-25,North Dakota,ND,761723,19885.0,3625.0,,totalTestEncountersViral,89.0,789.0,25.0,,16104.0,B,9/25/2020 01:59,2020-09-25T01:59:00Z,09/24 21:59,156.0,789.0,609021.0,,,19885.0,153.0,3.0,587564.0,234634.0,9312.0,417.0,8895.0,,,,,,,,0,0,0,0,0,,4.3,3275.4089
1253,2020-09-25,Nebraska,NE,1952570,42731.0,10495.0,,posNeg,231.0,2259.0,,,31774.0,A,9/24/2020 20:44,2020-09-24T20:44:00Z,09/24 16:44,462.0,2259.0,590209.0,,,42731.0,,,,437603.0,,,,,,,,,,,0,0,0,0,0,,3.6,7029.2519999999995
1254,2020-09-25,New Hampshire,NH,1371246,8044.0,281.0,,totalTestsViral,16.0,732.0,,,7325.0,B,9/24/2020 09:00,2020-09-24T09:00:00Z,09/24 05:00,438.0,732.0,417689.0,,,8044.0,,,,247151.0,31620.0,,,30901.0,,,,,,,0,0,0,0,0,,2.1,2879.6166000000003
1255,2020-09-25,New Jersey,NJ,8936574,202100.0,151357.0,,posNeg,405.0,23285.0,75.0,32.0,34650.0,A+,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,16093.0,23285.0,3478711.0,,,202100.0,14306.0,1787.0,,,,,,,,,,,,,0,0,0,0,0,,2.4,21447.7776
1256,2020-09-25,New Mexico,NM,2096640,28224.0,11540.0,,posNeg,66.0,3402.0,,,15825.0,C,9/24/2020 17:30,2020-09-24T17:30:00Z,09/24 13:30,859.0,3402.0,885373.0,,,28224.0,,,,,,,,,,,,,,,0,0,0,0,0,,1.8,3773.9519999999998
1257,2020-09-25,Nevada,NV,3139658,77753.0,74105.0,,posNeg,460.0,,130.0,62.0,2075.0,A+,9/25/2020 02:59,2020-09-25T02:59:00Z,09/24 22:59,1573.0,,1017333.0,,,77753.0,,,,680480.0,,,,,,,,,,,0,0,0,0,0,,2.1,6593.2818
1258,2020-09-25,New York,NY,19440469,453755.0,351853.0,,posNeg,511.0,89995.0,154.0,76.0,76456.0,A,9/24/2020 23:59,2020-09-24T23:59:00Z,09/24 19:59,25446.0,89995.0,,,,453755.0,,,10323463.0,,,,,,,,,,,,0,0,0,0,0,,2.7,52489.2663
1259,2020-09-25,Ohio,OH,11747694,148894.0,15791.0,8211.0,posNeg,595.0,15127.0,194.0,98.0,128369.0,A+,9/25/2020 14:00,2020-09-25T14:00:00Z,09/25 10:00,4734.0,15127.0,2987382.0,,,140683.0,4433.0,301.0,,,,,,,,,,,,,0,0,0,0,0,,2.8,32893.5432
1260,2020-09-25,Oklahoma,OK,3954821,82520.0,12616.0,,posNeg,590.0,6192.0,220.0,,68911.0,A+,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,993.0,6192.0,1153358.0,92923.0,1058144.0,82520.0,,,,,76497.0,3764.0,,,,,,,,,0,0,0,0,0,,2.8,11073.4988
1261,2020-09-25,Oregon,OR,4301089,32314.0,26282.0,1572.0,posNeg,199.0,2496.0,40.0,14.0,5490.0,A+,9/25/2020 03:01,2020-09-25T03:01:00Z,09/24 23:01,542.0,2496.0,,,630592.0,30742.0,,,,661334.0,,,,,,,,,,,0,0,0,0,0,,1.6,6881.7424
1262,2020-09-25,Pennsylvania,PA,12820878,154203.0,19676.0,4793.0,posNeg,435.0,,,58.0,126446.0,A+,9/25/2020 12:00,2020-09-25T12:00:00Z,09/25 08:00,8081.0,,2868166.0,,,149410.0,,,,1965807.0,,,,,,,,,,,0,0,0,0,0,,2.9,37180.5462
1263,2020-09-25,Rhode Island,RI,1056161,24181.0,20796.0,,totalTestEncountersViral,94.0,2725.0,8.0,4.0,2278.0,A+,9/25/2020 12:00,2020-09-25T12:00:00Z,09/25 08:00,1107.0,2725.0,,34299.0,693170.0,24181.0,,,727469.0,330034.0,,,,,,,,,,,0,0,0,0,0,,2.1,2217.9381000000003
1264,2020-09-25,South Carolina,SC,5210095,143902.0,71751.0,3846.0,posNeg,773.0,8994.0,191.0,101.0,68854.0,A+,9/24/2020 11:59,2020-09-24T11:59:00Z,09/24 07:59,3297.0,8994.0,1222621.0,179372.0,1043249.0,140056.0,3114.0,183.0,,,70135.0,6666.0,63469.0,,,,,,38650.0,9856.0,0,0,0,0,0,,2.4,12504.228000000001
1265,2020-09-25,South Dakota,SD,903027,20554.0,3507.0,,totalTestsPeopleViral,194.0,1400.0,,,16831.0,A,9/24/2020 14:00,2020-09-24T14:00:00Z,09/24 10:00,216.0,1400.0,256264.0,,,,,,,183947.0,,,,,,,,,,,0,0,0,0,0,,4.8,4334.5296
1266,2020-09-25,Tennessee,TN,6897576,189454.0,14484.0,6912.0,posNeg,838.0,8477.0,250.0,119.0,172618.0,A+,9/25/2020 15:00,2020-09-25T15:00:00Z,09/25 11:00,2352.0,8477.0,2755933.0,222922.0,2533011.0,182542.0,2262.0,90.0,,,,,,,,,,,,,0,0,0,0,0,,2.9,20002.9704
1267,2020-09-25,Texas,TX,29472295,728552.0,67045.0,,posNeg,3221.0,,1051.0,,646143.0,A,9/25/2020 17:20,2020-09-25T17:20:00Z,09/25 13:20,15364.0,,5913449.0,,,728552.0,,,,,394584.0,35656.0,,,,,,,78472.0,9190.0,0,0,0,0,0,,2.3,67786.27849999999
1268,2020-09-25,Utah,UT,3282115,68530.0,14722.0,,posNeg,190.0,3668.0,76.0,,53360.0,A+,9/25/2020 10:00,2020-09-25T10:00:00Z,09/25 06:00,448.0,3668.0,1022373.0,,,68530.0,,,,795217.0,,,,,,,13019.0,1744.0,22051.0,1849.0,0,0,0,0,0,,1.8,5907.807
1269,2020-09-25,Virginia,VA,8626207,144433.0,124112.0,7150.0,totalTestEncountersViral,965.0,18150.0,221.0,117.0,17185.0,A+,9/24/2020 17:00,2020-09-24T17:00:00Z,09/24 13:00,3136.0,18150.0,,163973.0,,137283.0,2930.0,206.0,1973499.0,,,,,,,,,,,,0,0,0,0,0,,2.1,18115.0347
1270,2020-09-25,Vermont,VT,628061,1731.0,97.0,,posNeg,2.0,,,,1576.0,B,9/24/2020 23:59,2020-09-24T23:59:00Z,09/24 19:59,58.0,,,,,1731.0,58.0,,,159279.0,,,,,,,,,,,0,0,0,0,0,,2.1,1318.9281
1271,2020-09-25,Washington,WA,7797095,84238.0,82158.0,,totalTestEncountersViral,269.0,7357.0,,27.0,0.0,B,9/24/2020 02:59,2020-09-24T02:59:00Z,09/23 22:59,2080.0,7357.0,,,,84238.0,2080.0,,1783279.0,,,,,,,,,,,,0,0,0,0,0,,1.7,13255.0615
1272,2020-09-25,Wisconsin,WI,5851754,117329.0,23679.0,6501.0,posNeg,543.0,6962.0,147.0,,92366.0,A+,9/25/2020 00:00,2020-09-25T00:00:00Z,09/24 20:00,1284.0,6962.0,,,,110828.0,1274.0,10.0,,1494473.0,,,,,,,,,,,0,0,0,0,0,,2.1,12288.6834
1273,2020-09-25,West Virginia,WV,1778070,14953.0,3655.0,376.0,posNeg,177.0,,59.0,31.0,10968.0,C,9/24/2020 23:59,2020-09-24T23:59:00Z,09/24 19:59,330.0,,535018.0,,,14577.0,327.0,3.0,,,17164.0,,,,,,,,,,0,0,0,0,0,,3.8,6756.665999999999
1274,2020-09-25,Wyoming,WY,567025,5420.0,920.0,835.0,posNeg,22.0,256.0,,,4450.0,B,9/25/2020 17:57,2020-09-25T17:57:00Z,09/25 13:57,50.0,256.0,155082.0,4497.0,150584.0,4585.0,,,,96991.0,,,,,,,,,,,0,0,0,0,0,,3.5,1984.5874999999999
1275,2020-09-24,Alaska,AK,734002,7941.0,5165.0,,totalTestsViral,43.0,,,14.0,2731.0,A,9/23/2020 03:59,2020-09-23T03:59:00Z,09/22 23:59,45.0,,433198.0,7180.0,425736.0,7941.0,45.0,,,,,,,,,,,,,,0,0,0,0,0,,2.2,1614.8044
1276,2020-09-24,Alabama,AL,4908621,148206.0,81117.0,14773.0,totalTestsViral,744.0,16778.0,,,64583.0,A,9/24/2020 11:00,2020-09-24T11:00:00Z,09/24 07:00,2506.0,16778.0,1078180.0,,,133433.0,2349.0,157.0,,,,,,57387.0,,,,,,,0,0,0,0,0,,3.1,15216.725100000001
1277,2020-09-24,Arkansas,AR,3038999,79049.0,7066.0,2373.0,totalTestsViral,450.0,5160.0,216.0,97.0,70737.0,A+,9/24/2020 00:00,2020-09-24T00:00:00Z,09/23 20:00,1246.0,5160.0,917413.0,,840737.0,76676.0,1097.0,149.0,,,,,,,,,10922.0,2566.0,21856.0,3300.0,0,0,0,0,0,,3.2,9724.7968
1278,2020-09-24,Arizona,AZ,7378494,215852.0,175900.0,4426.0,totalTestsPeopleViral,565.0,21942.0,122.0,64.0,34393.0,A+,9/24/2020 00:00,2020-09-24T00:00:00Z,09/23 20:00,5559.0,21942.0,,,,211426.0,5291.0,268.0,,1415991.0,289012.0,,,,,,,,,,0,0,0,0,0,,1.9,14019.138599999998
1279,2020-09-24,California,CA,39937489,790640.0,775326.0,,totalTestsViral,3484.0,,914.0,,0.0,B,9/24/2020 02:59,2020-09-24T02:59:00Z,09/23 22:59,15314.0,,13952857.0,,,790640.0,,,,,,,,,,,,,,,0,0,0,0,0,,1.8,71887.4802
